id,latitude,longitude,open,accessible
wp516,39.25300958,-76.71387303,TRUE,TRUE
wp517,39.2529494,-76.71374031,TRUE,TRUE
wp518,39.25276748,-76.71373433,TRUE,TRUE
wp519,39.25337923,-76.71361317,FALSE,TRUE
wp520,39.25395334,-76.71326311,TRUE,TRUE
wp521,39.25402161,-76.71348637,TRUE,FALSE
wp522,39.25390833,-76.71305017,FALSE,FALSE
wp523,39.25828764,-76.70843229,TRUE,TRUE
wp524,39.25792974,-76.70888699,TRUE,TRUE
wp525,39.25832165,-76.70854518,TRUE,TRUE
wp526,39.25845088,-76.70862708,TRUE,FALSE
wp527,39.25825382,-76.70889641,TRUE,TRUE
wp528,39.25839577,-76.70892335,TRUE,TRUE
wp529,39.2586821,-76.70901632,TRUE,FALSE
wp530,39.25820101,-76.70897827,TRUE,TRUE
wp531,39.25838993,-76.70903372,TRUE,FALSE
wp532,39.25821561,-76.70924023,TRUE,TRUE
wp533,39.2583478,-76.70929395,TRUE,FALSE
wp534,39.25860648,-76.70934098,TRUE,FALSE
wp535,39.25819694,-76.70857607,TRUE,FALSE
wp536,39.25759503,-76.70920871,TRUE,TRUE
wp537,39.25810581,-76.70850239,TRUE,FALSE
wp538,39.25809903,-76.70856099,TRUE,TRUE
wp539,39.257989,-76.70861923,TRUE,TRUE
wp540,39.25796744,-76.70855137,TRUE,FALSE
wp541,39.25771945,-76.70878996,TRUE,TRUE
wp542,39.25764189,-76.70896392,TRUE,FALSE
wp543,39.25790396,-76.7090195,TRUE,TRUE
wp544,39.2574755,-76.7089749,TRUE,TRUE
wp545,39.25738454,-76.70887957,TRUE,TRUE
wp546,39.25729564,-76.70886691,TRUE,TRUE
wp547,39.25740924,-76.70879319,TRUE,TRUE
wp548,39.25803607,-76.70934584,TRUE,TRUE
wp549,39.25794742,-76.70924678,TRUE,TRUE
wp550,39.25787603,-76.70917563,TRUE,TRUE
wp551,39.25814031,-76.70943557,TRUE,FALSE
wp552,39.25816271,-76.70981737,TRUE,TRUE
wp553,39.25829515,-76.70968752,TRUE,TRUE
wp554,39.25808268,-76.70957475,TRUE,TRUE
wp555,39.25791432,-76.7097406,TRUE,TRUE
wp556,39.25782678,-76.70987039,TRUE,TRUE
wp557,39.25797483,-76.71004331,TRUE,TRUE
wp558,39.25806365,-76.70992497,TRUE,TRUE
wp559,39.25790501,-76.70996347,TRUE,FALSE
wp560,39.25780302,-76.7099453,TRUE,FALSE
wp561,39.25783484,-76.70997607,TRUE,TRUE
wp562,39.25764806,-76.71006168,TRUE,TRUE
wp563,39.25759263,-76.71014246,TRUE,TRUE
wp564,39.25793086,-76.70949388,TRUE,TRUE
wp565,39.25785525,-76.70957308,TRUE,TRUE
wp566,39.25789798,-76.70968355,TRUE,FALSE
wp567,39.2575977,-76.70976538,TRUE,TRUE
wp568,39.25753933,-76.709904,TRUE,TRUE
wp569,39.25772359,-76.70985416,TRUE,TRUE
wp570,39.25773112,-76.70912861,TRUE,TRUE
wp571,39.25774825,-76.70929372,TRUE,TRUE
wp572,39.25766792,-76.71030755,TRUE,TRUE
wp573,39.25763451,-76.70945135,TRUE,TRUE
wp574,39.25747164,-76.70949703,TRUE,TRUE
wp575,39.25750569,-76.70962854,TRUE,TRUE
wp576,39.2576087,-76.70960146,TRUE,TRUE
wp577,39.25719732,-76.70957135,TRUE,TRUE
wp578,39.2570002,-76.70964859,TRUE,TRUE
wp579,39.25694106,-76.70941465,TRUE,TRUE
wp580,39.25710705,-76.70943255,TRUE,TRUE
wp581,39.25677036,-76.70925192,TRUE,TRUE
wp582,39.2565549,-76.7092052,TRUE,TRUE
wp583,39.25687128,-76.70927538,TRUE,FALSE
wp584,39.25640669,-76.70926155,TRUE,TRUE
wp585,39.25599829,-76.70946215,TRUE,TRUE
wp586,39.25558261,-76.70972915,TRUE,TRUE
wp587,39.25737667,-76.71016825,TRUE,TRUE
wp588,39.25734629,-76.71024336,TRUE,TRUE
wp589,39.25748194,-76.71018821,TRUE,TRUE
wp590,39.25782325,-76.71028437,TRUE,FALSE
wp591,39.25781564,-76.71026564,TRUE,TRUE
wp592,39.2578976,-76.71026578,TRUE,TRUE
wp593,39.25802392,-76.71008006,TRUE,TRUE
wp594,39.25791885,-76.71020481,TRUE,FALSE
wp595,39.25794254,-76.71008836,TRUE,TRUE
wp596,39.25755743,-76.71021295,TRUE,FALSE
wp597,39.25762176,-76.71031793,TRUE,TRUE
wp598,39.25752445,-76.71026743,TRUE,TRUE
wp599,39.25740628,-76.71041917,TRUE,TRUE
wp600,39.2574905,-76.71055099,TRUE,TRUE
wp601,39.25746995,-76.71067561,TRUE,TRUE
wp602,39.25749628,-76.71070732,TRUE,TRUE
wp603,39.25744495,-76.71076053,TRUE,TRUE
wp604,39.25738294,-76.71088797,TRUE,TRUE
wp605,39.25747575,-76.71088866,TRUE,TRUE
wp606,39.25768881,-76.71069336,TRUE,TRUE
wp607,39.25795089,-76.71067687,TRUE,FALSE
wp608,39.25790197,-76.71052049,TRUE,TRUE
wp609,39.25786498,-76.71040292,TRUE,FALSE
wp610,39.25792955,-76.71060146,TRUE,TRUE
wp611,39.25784264,-76.71034192,TRUE,TRUE
wp612,39.25686394,-76.710001,TRUE,TRUE
wp613,39.25787305,-76.71076387,TRUE,TRUE
wp614,39.25784985,-76.71090091,TRUE,FALSE
wp615,39.25777064,-76.7107559,TRUE,TRUE
wp616,39.25850416,-76.71202102,TRUE,TRUE
wp617,39.25805667,-76.71097881,TRUE,TRUE
wp618,39.25818724,-76.71107941,TRUE,TRUE
wp619,39.25831334,-76.71103387,TRUE,FALSE
wp620,39.2579835,-76.7111665,TRUE,TRUE
wp621,39.25789287,-76.71100571,TRUE,TRUE
wp622,39.2577717,-76.71102587,TRUE,TRUE
wp623,39.25774615,-76.7111611,TRUE,TRUE
wp624,39.25769796,-76.71134782,TRUE,TRUE
wp625,39.25782463,-76.71141161,TRUE,TRUE
wp626,39.25797626,-76.7113178,TRUE,TRUE
wp627,39.25810235,-76.71135754,TRUE,TRUE
wp628,39.25827514,-76.71134973,TRUE,TRUE
wp629,39.25808302,-76.71159595,TRUE,TRUE
wp630,39.25807427,-76.71181094,TRUE,TRUE
wp631,39.25778272,-76.71089022,TRUE,FALSE
wp632,39.25825628,-76.71213985,TRUE,TRUE
wp633,39.25841748,-76.71197527,TRUE,TRUE
wp634,39.25826196,-76.7117397,TRUE,TRUE
wp635,39.25858401,-76.71178407,TRUE,TRUE
wp636,39.25864377,-76.71120837,TRUE,TRUE
wp637,39.25894763,-76.71146566,TRUE,TRUE
wp638,39.258921,-76.71159808,TRUE,TRUE
wp639,39.25879785,-76.71185597,TRUE,TRUE
wp640,39.25861922,-76.71205689,TRUE,TRUE
wp641,39.25881382,-76.71217008,TRUE,TRUE
wp642,39.25891984,-76.7119436,TRUE,TRUE
wp643,39.25903092,-76.71167696,TRUE,TRUE
wp644,39.25879416,-76.71243002,TRUE,TRUE
wp645,39.25845507,-76.7123261,TRUE,TRUE
wp646,39.2586445,-76.71231011,TRUE,TRUE
wp647,39.25837057,-76.71247477,TRUE,TRUE
wp648,39.25852142,-76.71258947,TRUE,TRUE
wp649,39.25865687,-76.71266746,TRUE,TRUE
wp650,39.25867066,-76.71280554,TRUE,TRUE
wp651,39.25875306,-76.71288369,TRUE,TRUE
wp652,39.25895893,-76.71303341,TRUE,TRUE
wp653,39.25879074,-76.71250834,TRUE,TRUE
wp654,39.25888966,-76.71257315,TRUE,TRUE
wp655,39.25909526,-76.71272587,TRUE,TRUE
wp656,39.25828131,-76.71234315,TRUE,TRUE
wp657,39.25687861,-76.71263585,TRUE,TRUE
wp658,39.25673932,-76.71264607,TRUE,TRUE
wp659,39.25663088,-76.71282081,TRUE,TRUE
wp660,39.25650534,-76.71237455,TRUE,TRUE
wp661,39.25597958,-76.71187148,TRUE,TRUE
wp662,39.2559758,-76.71192337,TRUE,FALSE
wp663,39.25596417,-76.71197308,TRUE,TRUE
wp664,39.2554391,-76.71216091,TRUE,TRUE
wp665,39.25671185,-76.71259239,TRUE,FALSE
wp666,39.25657185,-76.71244938,TRUE,FALSE
wp667,39.25758056,-76.71147515,TRUE,FALSE
wp668,39.25649842,-76.71282188,TRUE,TRUE
wp669,39.25630378,-76.71270282,TRUE,TRUE
wp670,39.25635205,-76.71261829,TRUE,FALSE
wp671,39.25638433,-76.71256496,TRUE,TRUE
wp672,39.25628426,-76.71253668,TRUE,TRUE
wp673,39.2561885,-76.71242035,TRUE,TRUE
wp674,39.25593617,-76.71246011,TRUE,TRUE
wp675,39.2556898,-76.71238053,TRUE,TRUE
wp676,39.25539188,-76.71254821,TRUE,TRUE
wp677,39.25519166,-76.71236945,TRUE,TRUE
wp678,39.25620847,-76.71302636,TRUE,TRUE
wp679,39.25583583,-76.71292612,TRUE,TRUE
wp680,39.25564062,-76.71296178,TRUE,TRUE
wp681,39.25569761,-76.71315314,TRUE,TRUE
wp682,39.25544113,-76.71342747,TRUE,TRUE
wp683,39.2556663,-76.71345852,TRUE,TRUE
wp684,39.25555717,-76.71373309,TRUE,FALSE
wp685,39.25541331,-76.71324024,TRUE,FALSE
wp686,39.2553497,-76.71304435,TRUE,TRUE
wp687,39.25527635,-76.71271056,TRUE,FALSE
wp688,39.25558532,-76.71201562,TRUE,TRUE
wp689,39.2551592,-76.71222981,TRUE,TRUE
wp690,39.25489108,-76.71329107,TRUE,TRUE
wp691,39.25517502,-76.71315436,TRUE,TRUE
wp692,39.25471144,-76.71337585,TRUE,TRUE
wp693,39.25484627,-76.71380494,TRUE,TRUE
wp694,39.25491388,-76.71403414,TRUE,FALSE
wp695,39.25477739,-76.71357863,TRUE,FALSE
wp696,39.25441088,-76.71352974,TRUE,TRUE
wp697,39.25407985,-76.7136891,TRUE,TRUE
wp698,39.25421887,-76.71417831,TRUE,TRUE
wp699,39.25426183,-76.71433548,TRUE,FALSE
wp700,39.25414838,-76.71393061,TRUE,FALSE
wp701,39.25392431,-76.71376113,TRUE,TRUE
wp702,39.25367815,-76.71390854,TRUE,TRUE
wp703,39.25458779,-76.71300866,TRUE,TRUE
wp704,39.25465512,-76.71312985,TRUE,FALSE
wp705,39.25454341,-76.71276971,TRUE,FALSE
wp706,39.25449927,-76.7125551,TRUE,TRUE
wp707,39.25479696,-76.71237859,TRUE,TRUE
wp708,39.25497186,-76.71230904,TRUE,TRUE
wp709,39.25443714,-76.71238352,TRUE,TRUE
wp710,39.25441296,-76.71231854,TRUE,FALSE
wp711,39.25439141,-76.71224992,TRUE,TRUE
wp712,39.25446576,-76.71211331,TRUE,TRUE
wp713,39.25436311,-76.71216672,TRUE,TRUE
wp714,39.25434038,-76.71204099,TRUE,TRUE
wp715,39.25453632,-76.71200085,TRUE,TRUE
wp716,39.25491614,-76.71193644,TRUE,TRUE
wp717,39.25498853,-76.71166933,TRUE,TRUE
wp718,39.2548596,-76.71167374,TRUE,TRUE
wp719,39.25446413,-76.71173913,TRUE,TRUE
wp720,39.25459868,-76.71182385,TRUE,TRUE
wp721,39.25462763,-76.7116771,TRUE,TRUE
wp722,39.2547353,-76.71168786,TRUE,TRUE
wp723,39.25392254,-76.71281765,TRUE,TRUE
wp724,39.25379556,-76.71268938,TRUE,TRUE
wp725,39.25384515,-76.71286891,TRUE,TRUE
wp726,39.25374849,-76.71287459,FALSE,TRUE
wp727,39.25324765,-76.71314519,FALSE,TRUE
wp728,39.25295345,-76.71327556,TRUE,TRUE
wp729,39.25293406,-76.71296792,TRUE,TRUE
wp730,39.25317152,-76.71289368,TRUE,TRUE
wp731,39.25312081,-76.7127511,TRUE,TRUE
wp732,39.25323811,-76.71269994,TRUE,FALSE
wp733,39.25323395,-76.71260761,TRUE,TRUE
wp734,39.25385082,-76.71227827,TRUE,TRUE
wp735,39.25373347,-76.7126575,TRUE,TRUE
wp736,39.25377474,-76.71257222,TRUE,FALSE
wp737,39.25373484,-76.71247648,TRUE,TRUE
wp738,39.25334123,-76.71266079,TRUE,TRUE
wp739,39.25419953,-76.71155852,TRUE,TRUE
wp740,39.25439877,-76.711458,TRUE,FALSE
wp741,39.25468432,-76.71120118,TRUE,TRUE
wp742,39.25409446,-76.71122661,TRUE,TRUE
wp743,39.25411294,-76.71131916,TRUE,TRUE
wp744,39.25429156,-76.71124268,TRUE,TRUE
wp745,39.2542668,-76.71103497,TRUE,TRUE
wp746,39.25421877,-76.71068462,TRUE,TRUE
wp747,39.25408899,-76.71046316,TRUE,TRUE
wp748,39.25414445,-76.71026244,TRUE,TRUE
wp749,39.25388898,-76.71007082,TRUE,TRUE
wp750,39.25383451,-76.7103771,TRUE,TRUE
wp751,39.25358208,-76.71054494,TRUE,TRUE
wp752,39.25380513,-76.71147258,TRUE,TRUE
wp753,39.25397667,-76.71212728,TRUE,TRUE
wp754,39.25439282,-76.71012186,TRUE,TRUE
wp755,39.25427242,-76.7099153,TRUE,TRUE
wp756,39.25421823,-76.70990405,TRUE,FALSE
wp757,39.2547578,-76.70990466,TRUE,TRUE
wp758,39.25490184,-76.70985692,TRUE,TRUE
wp759,39.25494011,-76.71001556,TRUE,TRUE
wp760,39.25538349,-76.71024744,TRUE,TRUE
wp761,39.25593339,-76.71104881,TRUE,TRUE
wp762,39.25570004,-76.71120363,TRUE,TRUE
wp763,39.25590398,-76.71138943,TRUE,TRUE
wp764,39.25618405,-76.71149722,TRUE,TRUE
wp765,39.25603175,-76.71176205,TRUE,FALSE
wp766,39.25567999,-76.71154668,TRUE,TRUE
wp767,39.25557486,-76.71185181,TRUE,TRUE
wp768,39.25542669,-76.71161313,TRUE,TRUE
wp769,39.25519791,-76.71171589,TRUE,TRUE
wp770,39.2550457,-76.71181147,TRUE,TRUE
wp771,39.25523705,-76.71092198,TRUE,TRUE
wp772,39.25512948,-76.71056734,TRUE,TRUE
wp773,39.25506943,-76.71047921,TRUE,FALSE
wp774,39.25504729,-76.71040792,TRUE,TRUE
wp775,39.25497734,-76.71045232,TRUE,TRUE
wp776,39.2550268,-76.71054819,TRUE,TRUE
wp777,39.25502378,-76.71044816,TRUE,TRUE
wp778,39.25507233,-76.71060283,TRUE,TRUE
wp779,39.2527858,-76.71344118,TRUE,TRUE
wp780,39.25328472,-76.71171742,TRUE,TRUE
wp781,39.25279876,-76.71196372,TRUE,TRUE
wp782,39.25341247,-76.71388659,FALSE,FALSE
wp783,39.25333647,-76.71374535,FALSE,FALSE
wp784,39.25325659,-76.71334106,FALSE,TRUE
wp785,39.25233771,-76.71315256,TRUE,FALSE
wp786,39.25221201,-76.71272795,TRUE,FALSE
wp787,39.25224743,-76.71360285,TRUE,TRUE
wp788,39.25852056,-76.71472584,TRUE,FALSE
wp789,39.25532581,-76.70908754,TRUE,TRUE
wp790,39.25807876,-76.71100199,TRUE,FALSE
wp791,39.25798698,-76.71104182,TRUE,FALSE
wp792,39.25931777045224,-76.7139587950637,TRUE,TRUE
wp793,39.25920770138398,-76.71377519510702,TRUE,FALSE
